jockey_id,jockey_name,jockey_added_value
00635,中舘英二,-0.04145266160828254
00711,後藤浩輝,-0.009699474161593296
05523,池田敏樹,0.0
00856,ベイズ,-0.25982042648709314
00878,ジャルネ,-0.24696986439759358
05526,ターナー,-0.425
00705,藤田伸二,-0.06255033136340349
05376,パスキエ,0.0
05497,マクドノ,-0.1283836864427583
01137,花田大昂,-0.03399671011650151
05519,コントレ,-0.09557355463019948
05455,町田直希,-0.0275166045397122
05503,藤田弘治,-0.10496426464633642
05489,今井貴大,0.05776967291421453
05528,ベリー,-0.034015417836148386
05460,デュプレ,-0.08784511281143653
05374,スペンサ,-0.2600353130699745
05535,ウィルソ,0.08191721132897604
05536,永森大智,-0.1067621920563097
05532,ヴェロン,-0.07061628665770134
05537,ファーガ,0.0
05514,ブドー,-0.07165129190112365
05539,早田功駿,0.0
05161,東川公則,-0.037202326128551386
05230,今野忠成,-0.0442490426256571
01026,武幸四郎,-0.08567122589855082
01104,田中博康,-0.06055112458978439
05540,達城龍次,0.0
05451,吉井友彦,-0.07104150041673057
05544,田野豊三,0.0
05135,ホワイト,0.08589880292727888
05073,佐々木国,0.024545424476101505
05098,真島正徳,0.0026672462005129425
05547,マカヴォ,-0.3333176539770804
05546,マリヨン,0.175
05447,クラスト,-0.03647734152473379
05541,中野省吾,-0.07751068759815283
05516,ダシルヴ,-0.0032837049406430454
05487,クウィリ,-0.11852390325388892
05522,井上幹太,0.17081813671415225
05414,伊藤千尋,0.0
00843,モッセ,-0.1592388932641016
05550,ポルク,0.0
05551,パリッシ,0.0
05527,アッゼニ,-0.09912347912041308
05549,張田昂,0.2629494548570242
05538,シュミノ,-0.09811981677037927
01132,平野優,-0.02657616506561693
05553,保園翔也,0.0
05554,臼井健太,-0.30434782608695654
05556,栗原大河,-0.3
01082,鈴木慶太,-0.020980708455530114
05435,柿原翔,-0.015120124208449257
05364,大山真吾,0.05939981478353219
00629,木幡初広,-0.03419976142367554
05336,バルジュ,-0.035274551279832464
01049,二本柳壮,-0.022682205878068202
01111,大下智,-0.0625866025179443
05566,クリッパ,0.0
00655,林満明,0.1259876047586844
00695,浜野谷憲,-0.018907908498493952
05393,ベハラー,0.175
05569,コレット,-0.27698412698412694
05438,菅原俊吏,-0.09061821790140547
05570,スコフィ,-0.2819675843869392
05377,メンディ,-0.07507684508690077
05306,プレブル,-0.17917655541627037
05199,左海誠二,-0.06918847494377083
05572,佐原秀泰,0.0
05471,ベリー,-0.027833741661033005
05574,グティエ,-0.2194545755238985
05529,ボウマン,-0.07218134414235472
05573,瀧川寿希,0.045883892646920395
05469,ブロンデ,-0.19525633328631142
05099,吉田順治,-0.05278790885723183
05542,高松亮,-0.07758620689655173
05584,山田雄大,0.0
05543,山田祥雄,-0.18181818181818182
00722,小林徹弥,-0.045129360589403596
05309,永島太郎,-0.10557581771446366
05568,アヴドゥ,-0.025778947424248643
05089,宮崎光行,-0.11849080098486334
00837,井上俊彦,-0.08746006620430594
05091,五十嵐冬,-0.021105631131545538
05427,ルパルー,-0.2869493006993007
00817,的場文男,-0.16437345178311324
05470,オドノヒ,-0.10113042304906295
05321,オールプ,-0.012902350316239174
05512,阪野学,-0.046922585650872733
01155,義英真,-0.03565810803062013
01097,小島太一,-0.02314421464142974
05588,山下雅之,0.0
05563,桜井光輔,-0.17302197802197802
05589,木本直,0.0
05555,中越琉世,0.4131944444444445
05576,石堂響,-0.10557581771446366
05577,岩本怜,0.625
05575,マーフィ,0.014159409624479946
05521,藤原幹生,-0.12243053979446958
05269,繁田健一,-0.10557581771446366
00700,四位洋文,-0.07008488411430631
05268,佐藤友則,-0.08959901608923493
05517,ミナリク,-0.12392445555843773
05596,ヒューイ,-0.10072164028504599
01038,中谷雄太,-0.057400527450061904
01031,村田一誠,-0.057151744591864014
00409,鮫島克也,-0.06735284854262287
05548,竹吉徹,-0.10557581771446366
05456,田中純,-0.10557581771446366
05587,小松丈二,-0.10557581771446366
01008,山本康志,-0.015527404802368746
05444,川島正太,0.0
05408,筒井勇介,-0.027299016434722663
05583,吉井章,0.3257936507936508
05594,仲原大生,-0.4
05599,池谷匠翔,0.0
05600,塚本雄大,0.0
05602,細川智史,0.0
01004,西田雄一,-0.028910384157341068
01057,畑端省吾,-0.039366933750574915
01080,佐久間寛,0.002771973569016119
00663,蛯名正義,-0.05645081580924251
01089,高野和馬,0.04264926442347086
01159,三津谷隼,-0.03715080778253071
05611,七夕裕次,-0.07692307692307693
05608,若杉朝飛,-0.45454545454545453
01051,嘉藤貴行,-0.04596251049141487
05604,魚住謙心,0.8235294117647058
05605,篠谷葵,-0.23076923076923078
05618,仲野光馬,0.0
05420,真島大輔,-0.1308444127411572
05525,藤井勘一,-0.08680218806985711
01189,西谷凜,-0.013622711021514352
05530,杉浦健太,-0.04223032708578546
01010,柴田未崎,-0.045948799671428606
05581,松木大地,0.13698474308642566
01035,白浜雄造,0.02751135238423371
05229,山口勲,-0.057103415775111244
05624,吉本隆記,0.0
05491,田中直人,-0.10557581771446366
05622,グラハム,-0.37606837606837606
05623,パコー,-0.2832995951417004
05531,フォーリ,-0.07186809893089723
05498,ブノワ,-0.03786246668136448
05464,ギュイヨ,0.007359514032035064
00727,植野貴也,0.0018349615113383583
05628,小谷周平,0.0
05370,大畑雅章,-0.04524677902048442
05633,加茂飛翔,-0.27586206896551724
05631,大山龍太,-0.1
05632,浅野皓大,0.0
05607,木間塚龍,-0.11111111111111112
05620,イーガン,-0.06759251623122708
05488,本橋孝太,-0.17142830824703348
01014,福永祐一,-0.009881622389603016
05621,バシュロ,-0.00037446176395091217
01036,竹之下智,-0.04604997374314447
00652,熊沢重文,-0.05784040911183571
05501,山下裕貴,-0.10557581771446366
05329,倉富隆一,-0.05278790885723183
05645,川島拓,0.0
00691,北沢伸也,0.08063842489662555
05640,宮川実,-0.2805059523809524
05472,リスポリ,-0.053120241728141636
05502,松井伸也,-0.09557176528268203
01173,山田敬士,-0.02257000124855816
05217,田中学,-0.08603450923867445
05642,ヴェロン,-0.1372079772079772
05646,笹田知宏,-0.23214285714285715
01067,平沢健治,0.08102825654003008
01030,松田大作,-0.05149451967856191
05617,浜尚美,0.0
05648,大畑慧悟,-0.29411764705882354
05630,野畑凌,-0.25
05612,菅原涼太,-0.08888888888888889
05610,岡遼太郎,-0.2222222222222222
05636,長尾翼玖,0.0
05647,新原周馬,0.0
05593,大木天翔,0.09025958561562276
05580,長谷部駿,-0.06968623481781375
05243,柴山雄一,-0.05437998387319979
00684,田中勝春,-0.06812148090691351
01172,服部寿希,-0.04703946366004733
05641,モリス,-0.1582123727250577
01068,蓑島靖典,-0.12392817046741668
05660,キングス,-0.10137037198531466
01061,大庭和弥,-0.04191580336130283
01062,川島信二,-0.04509237827459917
01019,秋山真一,-0.06490317380724363
01029,武士沢友,-0.048792183433035576
05552,鈴木祐,-0.11852527257148789
01025,勝浦正樹,-0.03843338613163025
05627,ムルザバ,-0.06502428623853544
05171,岡部誠,-0.03265907210892156
05248,加藤和博,0.0
01175,大塚海渡,-0.031721815005823745
05454,パートン,-0.0018950223612786317
05520,マクドナ,-0.06361728745435255
05579,出水拓人,-0.5
05478,石川慎将,-0.10557581771446366
00894,小牧太,-0.044593878489927165
01199,角田大河,-0.056681210052744
05299,吉原寛人,-0.06195726574478545
05663,オシェア,-0.17073619793381178
05664,サンチア,-0.27179487179487183
05619,ホー,-0.08253384076113612
05342,森泰斗,-0.03417704758921042
01164,藤田菜七,-0.05294901370934738
01188,永野猛蔵,-0.05749586478982882
01205,小林勝太,-0.03440757564942621
05389,岩橋勇二,-0.03974163683715241
05661,ピーヒュ,-0.1400937675801339
05271,スミヨン,-0.05385559384703639
01210,大江原比,-0.02740614301110885
05495,ビュイッ,-0.1330944315209793
05586,ミシェル,-0.17019080054956423
05399,和田譲治,-0.03519193923815455
00875,デットー,-0.04548636992013108
05655,加藤翔馬,0.0
05665,鷹見陸,-0.05555555555555555
05629,及川烈,-0.10932029174802094
05666,望月洵輝,0.0
05651,室陽一朗,0.0
05635,長江慶悟,-0.06666666666666667
05366,ムーア,-0.055479656175631935
05625,ドイル,-0.12245787467455463
05673,山林堂信,0.0
05524,笹川翼,-0.03774755574051362
05659,ルメート,-0.10608669144644238
05567,大柿一真,-0.3294573643410853
01165,森裕太朗,-0.013477714378404131
05390,吉村智洋,-0.09169078671462196
05115,シュタル,-0.08720381547759619
01023,江田勇亮,-0.0019746668091081736
01105,田村太雅,-0.05587261350349164
05674,ディー,-0.13041771074828729
01133,水口優也,-0.039895969455326044
05545,山本咲希,-0.14879598365144203
05601,金山昇馬,-0.31493055555555555
05654,山田義貴,0.0
05597,鴨宮祥行,-0.07918186328584774
05404,御神本訓,-0.04341081889744954
05639,広瀬航,-0.07991471594552615
05557,加藤聡一,-0.14229429260277382
05677,トーレス,-0.41576086956521735
05416,ウィリア,-0.042383472750809684
05443,本田正重,-0.07134693750630748
05644,バデル,0.035847760785928336
05675,ゴンサル,0.19047619047619052
05533,ティータ,-0.11417757089366001
05286,服部茂史,-0.025469568039266418
05492,阿部龍,-0.06640016137494638
01146,和田翼,-0.0307951011917964
05592,小野楓馬,-0.08556771285090041
05534,石川倭,-0.028312337714860587
05411,桑村真明,-0.07440757172418222
05571,菅原辰徳,-0.3
01118,宮崎北斗,-0.028006115940234767
05509,モレイラ,0.08400215381546211
05662,リョン,-0.051784003807111456
01128,川須栄彦,-0.04813002516781071
05445,山本聡哉,-0.15079961025215316
01052,金子光希,-0.0020572444418420644
05598,山中悠希,-0.10557581771446366
05446,ザーラ,0.0
00815,川原正一,-0.030108840392491
05679,松戸政也,0.0
05504,バルザロ,-0.07474460616414072
05585,レーン,0.00012511463977457398
05681,永井孝典,0.0
05558,渡辺竜也,-0.004587163108920775
05212,Ｍ．デム,-0.03358685569342704
05578,落合玄太,-0.06313390902593811
05613,神尾香澄,-0.26666666666666666
05683,佐野遥久,-0.2222222222222222
05650,谷内貫太,-0.02857142857142857
05669,塩津璃菜,0.7037037037037037
05684,松本一心,-0.24390243902439024
05595,福原杏,-0.1111111111111111
05667,土方颯太,-0.14285714285714285
05658,青海大樹,0.0
05682,山本大翔,-0.45454545454545453
01114,田中健,-0.04402455739196307
05678,プーシャ,-0.11578647122908967
05626,マーカン,-0.06533669093980202
05473,Ｃ．デム,-0.0011134022871843695
05680,ジェルー,-0.01727308520596205
05380,矢野貴之,-0.12864933793399944
01120,大江原圭,-0.040850903294598055
01196,小牧加矢,0.0491782794412049
01063,小坂忠士,-0.024376779637205876
01018,和田竜二,-0.05624626995097924
00422,内田博幸,-0.06917846306318316
01043,北村宏司,-0.04919529328101583
05328,下原理,-0.1278444417887035
01151,井上敏樹,-0.03383181891383126
05562,岡村健司,-0.05278790885723183
01101,中村将之,-0.04775756062810848
05690,安藤洋一,-0.1752873563218391
05053,丸野勝虎,-0.04384440126588221
01046,高田潤,0.0034246829327402102
01123,小野寺祐,-0.013176023070185507
01113,草野太郎,-0.057655283111145164
01069,五十嵐雄,-0.046351230739496124
01139,森一馬,-0.02904153397682128
01087,上野翔,-0.05301372803743268
01072,黒岩悠,-0.09962218479522919
01149,伴啓太,-0.052401178477125936
01182,泉谷楓真,-0.04862227351340617
01211,坂口智康,-0.24482249394530098
01005,西谷誠,0.04392225951527299
01059,石神深一,-0.014390777200902809
01066,難波剛健,-0.03592473747157945
01119,伊藤工真,-0.029235622192714916
01129,菅原隆一,-0.03846521358849292
01099,鮫島良太,-0.05395484509715167
05676,ハマーハ,-0.09978207405445634
05643,キング,-0.06631511964051932
01183,小林脩斗,-0.04068888826173189
01177,小林凌大,-0.023388736395188594
05429,岡田祥嗣,-0.07074679228923017
01093,藤岡佑介,-0.05515885052618728
01198,土田真翔,-0.061546382133312816
01167,木幡育也,-0.027036832001810986
01134,嶋田純次,-0.03724528056576866
01209,石神深道,-0.021518181020607777
01131,西村太一,-0.015087724750472306
01037,太宰啓介,-0.06448734581152739
00726,岩部純二,-0.04819307980239042
01152,小崎綾也,-0.053306989813091184
01130,高倉稜,-0.06499145312634905
01117,丸田恭介,-0.035542444068365625
01143,原田和真,-0.04248741791798934
00660,横山典弘,-0.06547330669764297
01122,三浦皇成,-0.06412243962916672
01147,城戸義政,-0.03272184945033742
01140,横山和生,-0.04880747095233415
01124,国分恭介,-0.041325329334373315
01135,杉原誠人,-0.05983692385140127
01190,古川奈穂,-0.023897471381750496
01192,横山琉人,-0.04758131603948023
01193,今村聖奈,-0.040424747926990696
01200,西塚洸二,-0.039973121376553865
01032,池添謙一,-0.06909054871125149
00689,江田照男,-0.07050844021881736
01112,荻野琢真,-0.05001168246924952
01187,永島まな,-0.04808914876221423
01127,丸山元気,-0.0458831235719498
01015,古川吉洋,-0.061675866745070786
01150,石川裕紀,-0.0892100786228914
01169,武藤雅,-0.05937744673046816
01162,木幡巧也,-0.05076005821824868
01203,石田拓郎,-0.024521353728222946
01109,黛弘人,-0.04926337688979319
01212,柴田裕一,-0.03867542402770913
01222,森田誠也,-0.02067143124789991
01185,小沢大仁,-0.06668431070797302
01220,田山旺佑,-0.04164215370249335
01218,遠藤汰月,-0.037095497540931964
01085,松岡正海,-0.07564918059170665
01108,的場勇人,-0.04756968964275393
01206,小林美駒,-0.010487312603178835
00733,吉田豊,-0.05549875023530992
01197,佐々木大,-0.03982360045423256
01153,木幡初也,-0.03741032211393475
01201,水沼元輝,-0.03789291420712522
00641,柴田善臣,-0.06052998519921536
01154,松若風馬,-0.056903806881356454
01178,斎藤新,-0.06284831296848772
01115,浜中俊,-0.04837576827994534
01180,団野大成,-0.0480248090877248
01142,長岡禎仁,-0.045897374754732954
01144,菱田裕二,-0.05442533257176559
01088,川田将雅,-0.0025773017474489688
01179,菅原明良,-0.042373538227170805
01141,中井裕二,-0.054827200022391887
01215,橋木太希,-0.02940233727450011
01207,佐藤翔馬,-0.03896743023776758
01171,西村淳也,-0.03420879790621401
01138,藤懸貴志,-0.04130518553308276
01204,河原田菜,-0.042804053256642716
05609,飛田愛斗,0.020730127518563898
01095,吉田隼人,-0.046010760611349
01034,酒井学,-0.0625006320487808
01091,丹内祐次,-0.03876498330310648
01009,柴田大知,-0.07046876333348852
01168,富田暁,-0.07342578374604392
01223,和田陽希,-0.04220030863535104
00732,幸英明,-0.060136966674317414
01125,国分優作,-0.05803940267030906
01096,大野拓弥,-0.06117401984809393
01219,谷原柚希,-0.06914191441401264
01170,横山武史,-0.05432809680355478
01157,鮫島克駿,-0.05084808847572859
01160,荻野極,-0.06208287333307136
01077,石橋脩,-0.07493641710800174
01202,鷲頭虎太,-0.017009874852470745
01092,津村明秀,-0.06803885935771072
01221,舟山瑠泉,-0.0038891092181218907
01181,秋山稔樹,-0.019466299909395128
01158,野中悠太,-0.058501574935649024
01184,原優介,-0.04276138513461879
01176,亀田温心,-0.05384185931429599
01195,川端海翼,-0.018487157761450764
01161,菊沢一樹,-0.03146426194478392
01166,川又賢治,-0.04754296464187921
05203,岩田康誠,-0.030361587099236677
01194,大久保友,-0.07645613836133884
01213,高杉吏麒,-0.01043028418231004
01163,坂井瑠星,-0.03957920628623048
01191,松本大輝,-0.04925129089484773
01186,角田大和,-0.039415447622968634
01126,松山弘平,-0.04103350462969363
01214,長浜鴻緒,-0.024690188517111928
01208,田口貫太,-0.04758414603022033
01075,田辺裕信,-0.03283116822508308
05386,戸崎圭太,-0.02969335049494127
01216,吉村誠之,-0.06158530687171041
00666,武豊,-0.06512540070204731
05339,ルメール,0.021830666622931903
01217,上里直汰,-0.013462691424190347
01102,北村友一,-0.04012614022398229
01174,岩田望来,-0.035803791029222716
01156,加藤祥太,-0.03766643576804677
