trainer_id,trainer_name,trainer_added_value
01149,松下武士,-0.041246985842579284
01096,粕谷昌央,-0.028574225127311725
01141,尾形和幸,-0.04709657704344003
01138,浜田多実,-0.04738965426026872
01172,新谷功一,-0.05057372029621757
01024,萱野浩二,-0.04608951599026916
01080,清水英克,-0.039274092889586866
01079,古賀慎明,-0.05477802059389061
01183,辻野泰之,-0.052873216799244796
01106,牧光二,-0.048993405639705626
01052,菊川正達,-0.038796229210650554
01026,鈴木伸尋,-0.056000385701969434
01051,岩戸孝樹,-0.038808178447216436
01101,吉田直弘,-0.04912366913063574
01140,石橋守,-0.052509646586046746
01200,藤野健太,-0.06372648688903129
01162,田中博康,-0.0484916852034499
01170,坂口智康,-0.05281860804777711
01158,寺島良,-0.04767101209360509
01204,浅利英明,-0.07712729568925822
00429,佐々木晶,-0.050313148615376
01074,奥平雅士,-0.049870703051397736
01132,金成貴史,-0.05424429596326744
01111,鈴木孝志,-0.05093104913738632
01175,宮田敬介,-0.03127269846070023
01094,水野貴広,-0.03072519988017103
01124,大和田成,-0.05777944626446136
01143,和田雄二,-0.059102688680200285
00431,谷潔,-0.03788573242718081
01064,武藤善則,-0.04770009126969204
01131,蛯名利弘,-0.03747126562554935
01042,安達昭夫,-0.03699827793852377
01116,新開幸一,-0.04538894282590032
01159,高柳大輔,-0.03783159060640968
01069,中尾秀正,-0.04212252577320112
01039,中竹和也,-0.060934662616561906
01126,木村哲也,-0.06036855915584744
01058,大久保龍,-0.0759126284854086
01123,牧田和弥,-0.04186778823470135
01198,河嶋宏樹,-0.01274329638552054
01103,尾関知人,-0.05706502435269829
01070,堀宣行,-0.08415734621244869
01190,村田一誠,-0.015427050315864091
01144,池添学,-0.07039338134703067
01068,小島茂之,-0.06162324762502112
01169,加藤士津,-0.021175450866632698
00427,森秀行,-0.052630772635295545
01151,斉藤崇史,-0.05786942205689406
01031,伊藤伸一,-0.04301816775455448
01209,東田明士,-0.06920211792628186
01077,加藤和宏,-0.041472234156881
01202,矢嶋大樹,-0.09763194229450277
01136,高橋亮,-0.03951406987743659
01062,藤岡健一,-0.06650801610167974
01203,福永祐一,-0.027825869143498435
01180,田中克典,-0.0373537887682388
01142,森田直行,-0.057402108721620916
01194,小栗実,-0.05329715544668724
01189,堀内岳志,-0.05578203289489386
01091,羽月友彦,-0.039759616307560586
01063,的場均,-0.03994459095171278
01112,田島俊明,-0.05015083182571941
01071,池江泰寿,-0.07656311033433226
01076,小笠倫弘,-0.039083745551743584
01020,相沢郁,-0.06001764048610186
01128,今野貞一,-0.0629494072880068
01215,加藤公太,-0.045836130586161095
01152,竹内正洋,-0.04678532329870325
01176,吉岡辰弥,-0.023457732575703633
01186,中村直也,-0.05753768974371505
01153,中舘英二,-0.026465634039136397
01137,中内田充,-0.08376911856473031
00405,小西一男,-0.03593721308115903
01133,黒岩陽一,-0.05517333654247605
01090,天間昭一,-0.04373785423770774
01028,西園正都,-0.06865893734281042
01127,栗田徹,-0.050202700252001506
01066,岡田稲男,-0.03597453078762826
01099,本田優,-0.055887947046970636
01193,緒方努,-0.04379930295652019
01205,佐藤悠太,-0.03739200850015495
01018,宮徹,-0.0442515353433792
01023,伊藤圭三,-0.042132017376794076
01086,斎藤誠,-0.056324547009124065
01214,井上智史,0.026355526586988972
01197,小椋研介,-0.050794658899671954
01155,渡辺薫彦,-0.05620411460215771
01097,鹿戸雄一,-0.07974778608040557
01211,宮地貴稔,-0.036649238352161245
01093,松永康利,-0.025494682906014515
01092,松永幹夫,-0.04451725363379906
01179,鈴木慎太,-0.03955835777587776
01065,大橋勇樹,-0.035738181633693855
00423,上原博之,-0.04619781948676833
01161,武英智,-0.04465072379562414
01135,高橋康之,-0.04201914025836752
01184,四位洋文,-0.020056283020688036
01207,田中勝春,-0.04017865951757558
01032,大根田裕,-0.04481977356742212
01118,高柳瑞樹,-0.054945585792281953
00417,土田稔,-0.035617177966813886
01054,戸田博文,-0.06380255814114359
01098,野中賢二,-0.04423077411265388
01156,青木孝文,-0.04082092812081653
01154,橋口慎介,-0.05280060350314788
01177,伊坂重信,-0.04297398024007357
01047,勢司和浩,-0.04240047419270323
01210,前川恭子,-0.03971234739494298
01145,奥村武,-0.06528423023401232
01078,北出成人,-0.05002737067438716
01108,矢野英一,-0.04023380259007232
01105,須貝尚介,-0.06792552536886463
00437,南田美知,-0.02979881320842346
01165,和田勇介,-0.04473123825477836
01130,吉村圭司,-0.059437406146926886
01029,根本康広,-0.03305447329284756
01119,田中剛,-0.042308487909296685
01188,畑端省吾,-0.03794032004853445
01157,杉山晴紀,-0.03466064714595432
01056,本間忍,-0.0330267894514772
01185,小林真也,-0.02769806184965361
01073,宮本博,-0.05940962451244417
01191,蛯名正義,-0.060866220516641
01129,高橋義忠,-0.049871934568064324
01038,手塚貴久,-0.06649105944466045
01075,矢作芳人,-0.06248518331974108
01110,清水久詞,-0.05685016105219444
01160,武幸四郎,-0.04333168882665481
00399,国枝栄,-0.0748791921629762
01147,武井亮,-0.06349765647609129
01117,高野友和,-0.054684893868400114
01168,上村洋行,-0.03946228489982839
01087,庄野靖志,-0.05114980330573931
